Designator,Mid X,Mid Y,Layer,Rotation
C1,-100.365000mm,-91.725000mm,Top,0.000000
C2,-105.685000mm,-97.155000mm,Top,0.000000
C3,-94.515000mm,-91.725000mm,Top,0.000000
C4,-70.235000mm,-91.305000mm,Top,0.000000
C11,-54.675000mm,-85.175000mm,Top,0.000000
C12,-44.025000mm,-85.175000mm,Top,0.000000
C13,-45.980000mm,-91.125000mm,Top,0.000000
C14,-40.130000mm,-91.125000mm,Top,0.000000
C15,-34.280000mm,-91.125000mm,Top,0.000000
C16,-23.685000mm,-102.285000mm,Top,0.000000
C17,-19.475000mm,-102.285000mm,Top,0.000000
C18,-15.265000mm,-102.285000mm,Top,0.000000
C19,9.925000mm,-85.775000mm,Top,0.000000
C20,14.955000mm,-85.355000mm,Top,0.000000
C21,19.165000mm,-85.355000mm,Top,0.000000
C22,23.375000mm,-85.355000mm,Top,0.000000
C23,27.585000mm,-85.355000mm,Top,0.000000
C24,38.160000mm,-95.935000mm,Top,0.000000
C25,50.245000mm,-95.935000mm,Top,0.000000
C26,34.925000mm,-102.735000mm,Top,0.000000
C27,40.775000mm,-102.735000mm,Top,0.000000
C28,49.555000mm,-102.315000mm,Top,0.000000
D1,-87.070000mm,-85.975000mm,Top,0.000000
D3,-75.975000mm,-85.975000mm,Top,0.000000
D4,-54.430000mm,-93.325000mm,Top,0.000000
D5,-18.070000mm,-97.595000mm,Top,0.000000
D6,-12.075000mm,-97.595000mm,Top,0.000000
J_DCIN,-105.757500mm,-105.450000mm,Top,0.000000
J_KS,76.750000mm,-103.475000mm,Top,0.000000
J_SOLAR,-65.757500mm,-105.450000mm,Top,0.000000
J_TS,64.750000mm,-103.475000mm,Top,0.000000
LED1,-74.445000mm,-91.345000mm,Top,180.000000
Q1,-106.395000mm,-85.455000mm,Top,0.000000
Q2,37.605000mm,-87.455000mm,Top,0.000000
Q3,-24.395000mm,-85.455000mm,Top,0.000000
Q4,-13.185000mm,-85.455000mm,Top,0.000000
Q5,-24.395000mm,-92.365000mm,Top,0.000000
Q6,-13.185000mm,-92.365000mm,Top,0.000000
R1,-109.895000mm,-97.155000mm,Top,0.000000
R2,-101.475000mm,-97.155000mm,Top,0.000000
R3,-97.265000mm,-97.155000mm,Top,0.000000
R4,-93.055000mm,-97.155000mm,Top,0.000000
R5,-25.545000mm,-98.375000mm,Top,0.000000
R6,-6.995000mm,-97.175000mm,Top,0.000000
R7,-27.895000mm,-102.285000mm,Top,0.000000
R8,9.105000mm,-88.905000mm,Top,0.000000
R9,13.315000mm,-88.905000mm,Top,0.000000
R10,17.525000mm,-88.905000mm,Top,0.000000
R11,21.735000mm,-88.905000mm,Top,0.000000
R12,25.945000mm,-88.905000mm,Top,0.000000
R13,9.105000mm,-91.615000mm,Top,0.000000
R14,13.315000mm,-91.615000mm,Top,0.000000
R15,17.525000mm,-91.615000mm,Top,0.000000
R16,21.735000mm,-91.615000mm,Top,0.000000
R17,25.945000mm,-91.615000mm,Top,0.000000
R18,53.765000mm,-102.315000mm,Top,0.000000
U2,-107.645000mm,-92.875000mm,Top,0.000000
U3,-96.715000mm,-84.500000mm,Top,270.000000
U4,47.285000mm,-86.500000mm,Top,270.000000
U5,2.187500mm,-92.000000mm,Top,0.000000
