board,sample,prehash,tx,ty,pads,fine_pads,unescaped_pads,escape_vias,locked_len,env_overlap,nets_crossing,rule_area,opens,hard,router_vias,router_len
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-4,1147dd2a75c9,6,1,2,0,0,0,0,0,6,1,0,0,0,24.67
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-4,1147dd2a75c9,6,2,2,0,0,0,0,0,6,1,0,0,0,21.15
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-4,1147dd2a75c9,6,3,2,0,0,0,0,0,4,2,0,0,0,11.56
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-4,1147dd2a75c9,6,4,1,0,0,0,0,0,0,2,0,0,0,0
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,0,0,2,0,0,0,12.18,0,4,2,0,0,0,5.47
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,0,1,4,0,0,0,0,0,12,1,0,0,2,55.3
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,0,2,4,0,0,0,0,0,9,1,0,0,2,43.05
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,0,3,3,0,0,0,10.47,0,5,2,0,0,0,17.2
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,0,4,1,0,0,0,0,0,0,2,0,0,0,0
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,1,0,2,0,0,2,0,0,4,1,0,0,0,25.3
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,1,1,32,32,0,18,42.69,0,26,1,0,0,7,90.67
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,1,2,12,0,0,9,3.38,0,21,1,1,0,10,126.8
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,1,3,2,0,0,1,3.27,0,6,1,0,0,5,62.85
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,1,4,0,0,0,1,0,0,0,1,0,0,0,66.25
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,2,0,2,0,0,1,10.66,0,4,1,0,0,1,20.84
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,2,1,12,10,0,8,15.64,0,28,1,0,0,9,125.9
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,2,2,12,0,0,5,3.38,0,27,1,0,0,9,152.52
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,2,3,1,0,0,1,11.79,0,9,1,0,0,3,70.14
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,3,0,9,0,0,1,25.97,0,5,1,1,0,1,18.3
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,3,1,4,0,0,3,2.25,0,26,1,0,0,3,129.55
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,3,2,8,0,0,1,1.12,0,27,1,0,0,6,136.57
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,3,3,0,0,0,0,0,0,9,1,0,0,1,50.55
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,4,0,9,0,0,2,38.18,0,6,1,0,0,0,22.71
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,4,1,11,6,0,6,15.85,0,21,1,0,0,7,156.71
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,4,2,14,0,0,3,3.38,0,22,1,1,0,1,75.32
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,4,3,4,0,0,0,0,0,9,1,0,0,1,54.36
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,4,4,0,0,0,0,0,0,0,1,0,0,0,10.44
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,5,0,0,0,0,2,0,0,4,1,0,0,0,4.49
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,5,1,3,0,0,0,0,0,12,1,0,0,2,48.51
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,5,2,6,0,0,1,1.12,0,11,1,0,0,1,55.68
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,5,3,1,0,0,0,0,0,5,1,0,0,0,20.34
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,6,0,2,0,0,0,0,0,1,2,0,0,1,14.09
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,6,1,2,0,0,0,0,0,6,1,0,0,1,25.18
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,6,2,2,0,0,0,0,0,6,1,0,0,0,64.37
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,6,3,2,0,0,0,0,0,4,2,0,0,0,13.24
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-12,e64cbc5dd163,6,4,1,0,0,0,0,0,0,2,0,0,0,0
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,0,0,2,0,0,0,12.18,0,4,2,0,0,0,0.85
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,0,1,4,0,0,0,0,0,12,1,0,0,1,33.51
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,0,2,4,0,0,0,0,0,10,1,0,0,1,48.08
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,0,3,3,0,0,0,10.47,0,5,2,0,0,0,71.62
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,0,4,1,0,0,0,0,0,0,2,0,0,0,33.28
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,1,0,2,0,0,2,0,0,4,1,0,0,1,13.24
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,1,1,32,32,0,18,42.69,0,26,1,0,0,5,100.02
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,1,2,12,0,0,8,3.38,0,22,1,0,0,12,127.67
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,1,3,2,0,0,2,3.27,0,7,1,0,0,0,20.15
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,1,4,0,0,0,0,0,0,0,1,0,0,0,41.36
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,2,0,2,0,0,1,10.66,0,4,1,0,0,0,16.37
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,2,1,13,10,0,8,15.64,0,29,1,0,0,13,171.47
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,2,2,13,0,0,6,3.38,0,28,1,0,0,10,164.75
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,2,3,1,0,0,1,11.79,0,9,1,0,0,4,64.76
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,3,0,9,0,0,1,25.97,0,5,1,0,0,0,25.51
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,3,1,3,0,0,2,2.25,0,25,1,0,0,4,142.44
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,3,2,8,0,0,1,1.12,0,26,1,0,0,7,161.21
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,3,3,0,0,0,0,0,0,9,1,0,0,0,38.9
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,4,0,9,0,0,2,38.18,0,6,1,0,0,1,21.28
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,4,1,11,6,0,7,15.85,0,20,1,0,0,3,97.73
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,4,2,13,0,0,3,3.38,0,21,1,1,0,3,98.51
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,4,3,4,0,0,0,0,0,9,1,0,0,1,89.64
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,4,4,0,0,0,0,0,0,0,1,0,0,0,0.73
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,5,0,0,0,0,2,0,0,3,1,0,0,0,0.35
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,5,1,3,0,0,1,1.12,0,11,1,0,0,1,42.54
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,5,2,6,0,0,0,0,0,10,1,0,0,3,47.11
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,5,3,1,0,0,0,0,0,5,1,0,0,0,17.98
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,5,4,0,0,0,0,0,0,0,1,0,0,1,5.54
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,6,0,2,0,0,0,0,0,1,2,0,0,0,0.84
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,6,1,2,0,0,0,0,0,6,1,0,0,0,51.48
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,6,2,2,0,0,0,0,0,6,1,0,0,0,41.57
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,6,3,2,0,0,0,0,0,4,2,0,0,0,5.4
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-13,0ad3769b8a48,6,4,1,0,0,0,0,0,0,2,0,0,0,0
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,0,0,2,0,0,0,12.18,0,4,2,0,0,0,0.85
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,0,1,4,0,0,0,0,0,12,1,0,0,2,35.18
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,0,2,4,0,0,0,0,0,9,1,1,0,0,25.07
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,0,3,3,0,0,0,10.47,0,5,2,0,0,0,30.61
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,0,4,1,0,0,0,0,0,0,2,0,0,0,33.37
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,1,0,2,0,0,2,0,0,4,1,0,0,0,13.25
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,1,1,32,32,0,18,42.69,0,26,1,0,0,8,96.3
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,1,2,12,0,0,8,3.38,0,22,1,0,0,6,105.78
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,1,3,2,0,0,2,3.27,0,7,1,0,0,0,36.8
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,2,0,2,0,0,1,10.66,0,5,1,1,0,1,30.68
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,2,1,13,10,0,8,15.64,0,30,1,0,0,7,149.51
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,2,2,13,0,0,6,3.38,0,29,1,0,0,9,161.96
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,2,3,1,0,0,1,11.79,0,9,1,0,0,4,90.97
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,3,0,13,0,0,1,25.97,0,5,1,1,0,1,44.78
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,3,1,3,0,0,3,2.25,0,25,1,0,0,5,109.53
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,3,2,7,0,0,1,1.12,0,26,1,0,0,5,87.27
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,3,3,0,0,0,0,0,0,9,1,0,0,1,11.65
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,3,4,0,0,0,0,0,0,0,1,0,0,0,28.28
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,4,0,5,0,0,2,38.18,0,5,1,0,0,1,56.92
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,4,1,11,6,0,5,14.72,0,21,1,0,0,6,180.22
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,4,2,14,0,0,2,2.25,0,22,1,1,0,5,72.61
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,4,3,4,0,0,0,0,0,9,1,0,0,0,44.36
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,4,4,0,0,0,0,0,0,0,1,0,0,0,0.64
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,5,0,0,0,0,2,0,0,2,1,0,0,1,41.58
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,5,1,3,0,0,1,1.12,0,10,1,0,0,2,55.64
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,5,2,6,0,0,2,2.25,0,9,1,0,0,3,32.69
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,5,3,1,0,0,0,0,0,5,1,0,0,0,18.06
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,5,4,0,0,0,0,0,0,0,1,0,0,1,34.93
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,6,0,2,0,0,0,0,0,1,2,0,0,0,9.04
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,6,1,2,0,0,0,0,0,6,1,0,0,0,30.04
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,6,2,2,0,0,0,0,0,6,1,0,0,0,54.85
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,6,3,2,0,0,0,0,0,4,2,0,0,0,21.19
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-16,3463b87f2265,6,4,1,0,0,0,0,0,0,2,0,0,0,0
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,0,0,2,0,0,0,12.18,0,4,2,0,0,1,6.89
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,0,1,4,0,0,0,0,0,12,1,0,0,3,66.97
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,0,2,4,0,0,0,0,0,10,1,0,0,3,62.39
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,0,3,3,0,0,0,10.47,0,5,2,0,0,1,49.25
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,0,4,1,0,0,0,0,0,0,2,0,0,0,49.6
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,1,0,2,0,0,2,0,0,4,1,0,0,0,3.88
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,1,1,32,32,0,18,42.69,0,26,1,0,0,6,113.52
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,1,2,12,0,0,9,3.38,0,23,1,0,0,5,132.07
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,1,3,2,0,0,1,3.27,0,7,1,0,0,3,63.19
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,1,4,0,0,0,1,0,0,0,1,0,0,0,80.39
pcb-p-pack-preroute.kicad_pcb,pcb-p-pack-17,832553841f38,2,0,2,0,0,1,10.66,0,4,1,0,0,0,20.09
