Designator,Mid X,Mid Y,Layer,Rotation
C1,-143.075000mm,-93.675000mm,Top,0.000000
C2,-68.565000mm,-96.555000mm,Top,0.000000
C4,-56.635000mm,-96.305000mm,Top,0.000000
C5,-91.265000mm,-102.055000mm,Top,0.000000
C6,-41.075000mm,-97.475000mm,Top,0.000000
C7,-35.225000mm,-97.475000mm,Top,0.000000
C8,-85.425000mm,-96.175000mm,Top,0.000000
C11,-20.675000mm,-85.175000mm,Top,0.000000
C12,-10.025000mm,-85.175000mm,Top,0.000000
C13,-11.980000mm,-91.125000mm,Top,0.000000
C14,-6.130000mm,-91.125000mm,Top,0.000000
C15,-23.075000mm,-99.075000mm,Top,0.000000
C16,0.105000mm,-101.285000mm,Top,0.000000
C17,4.315000mm,-101.285000mm,Top,0.000000
C18,8.525000mm,-101.285000mm,Top,0.000000
C19,42.425000mm,-81.775000mm,Top,0.000000
C20,47.455000mm,-81.355000mm,Top,0.000000
C21,51.665000mm,-81.355000mm,Top,0.000000
C22,41.605000mm,-84.905000mm,Top,0.000000
C23,45.815000mm,-84.905000mm,Top,0.000000
C24,62.160000mm,-92.935000mm,Top,0.000000
C25,62.160000mm,-102.985000mm,Top,0.000000
C26,71.010000mm,-99.735000mm,Top,0.000000
C27,58.925000mm,-109.785000mm,Top,0.000000
C28,67.705000mm,-109.365000mm,Top,0.000000
C30,-127.295000mm,-97.255000mm,Top,0.000000
C31,-137.225000mm,-93.675000mm,Top,0.000000
C32,-131.375000mm,-93.675000mm,Top,0.000000
C33,-125.525000mm,-93.675000mm,Top,0.000000
C34,-123.085000mm,-97.255000mm,Top,0.000000
C35,-143.895000mm,-102.080000mm,Top,0.000000
C36,101.105000mm,-88.020000mm,Top,0.000000
C37,105.315000mm,-88.020000mm,Top,0.000000
C38,105.735000mm,-91.770000mm,Top,0.000000
C39,109.945000mm,-91.770000mm,Top,0.000000
C40,114.155000mm,-91.770000mm,Top,0.000000
C41,93.105000mm,-94.480000mm,Top,0.000000
C42,97.315000mm,-94.480000mm,Top,0.000000
C43,101.525000mm,-94.480000mm,Top,0.000000
C44,105.735000mm,-94.480000mm,Top,0.000000
C45,109.945000mm,-94.480000mm,Top,0.000000
C46,114.155000mm,-94.480000mm,Top,0.000000
C47,93.105000mm,-97.190000mm,Top,0.000000
C48,46.855000mm,-54.740000mm,Top,0.000000
C49,46.315000mm,-59.825000mm,Top,0.000000
C50,42.105000mm,-62.535000mm,Top,0.000000
C51,46.315000mm,-65.245000mm,Top,0.000000
D1,-51.070000mm,-90.975000mm,Top,0.000000
D2,-90.020000mm,-89.975000mm,Top,0.000000
D3,-132.280000mm,-87.475000mm,Top,0.000000
D4,-20.430000mm,-93.325000mm,Top,0.000000
D5,9.930000mm,-96.595000mm,Top,0.000000
D6,15.925000mm,-96.595000mm,Top,0.000000
D7,-140.680000mm,-74.375000mm,Top,0.000000
D8,-132.085000mm,-74.375000mm,Top,0.000000
J_DCF,-144.000000mm,-46.760000mm,Top,0.000000
J_DCIN,-65.757500mm,-107.450000mm,Top,0.000000
J_FAN1,-138.000000mm,-46.760000mm,Top,0.000000
J_FAN2,-132.000000mm,-46.760000mm,Top,0.000000
J_GEIGER,-126.000000mm,-59.460000mm,Top,0.000000
J_LTG,-132.000000mm,-56.920000mm,Top,0.000000
J_POD,-138.000000mm,-58.190000mm,Top,0.000000
J_SMB,-144.000000mm,-55.650000mm,Top,0.000000
J_SOLAR,-23.757500mm,-107.450000mm,Top,0.000000
L1,46.000000mm,-103.000000mm,Top,0.000000
L2,-36.250000mm,-88.125000mm,Top,0.000000
L3,-123.730000mm,-86.525000mm,Top,0.000000
LED1,-41.855000mm,-101.095000mm,Top,180.000000
LED2,96.895000mm,-88.060000mm,Top,180.000000
Q1,-70.395000mm,-90.455000mm,Top,0.000000
Q2,61.605000mm,-84.455000mm,Top,0.000000
Q3,3.605000mm,-84.455000mm,Top,0.000000
Q4,14.815000mm,-84.455000mm,Top,0.000000
Q5,3.605000mm,-91.365000mm,Top,0.000000
Q6,14.815000mm,-91.365000mm,Top,0.000000
Q7,-101.435000mm,-97.325000mm,Top,0.000000
Q8,-73.445000mm,-97.275000mm,Top,180.000000
Q9,-125.255000mm,-73.825000mm,Top,180.000000
Q10,-120.145000mm,-73.825000mm,Top,180.000000
R1,-52.425000mm,-96.305000mm,Top,0.000000
R5,2.455000mm,-97.375000mm,Top,0.000000
