Designator,Mid X,Mid Y,Layer,Rotation
R6,21.005000mm,-96.175000mm,Top,0.000000
R7,25.215000mm,-96.175000mm,Top,0.000000
R8,50.025000mm,-84.905000mm,Top,0.000000
R9,41.605000mm,-87.615000mm,Top,0.000000
R10,45.815000mm,-87.615000mm,Top,0.000000
R11,50.025000mm,-87.615000mm,Top,0.000000
R12,41.605000mm,-90.325000mm,Top,0.000000
R13,45.815000mm,-90.325000mm,Top,0.000000
R14,50.025000mm,-90.325000mm,Top,0.000000
R15,41.605000mm,-93.035000mm,Top,0.000000
R16,45.815000mm,-93.035000mm,Top,0.000000
R17,50.025000mm,-93.035000mm,Top,0.000000
R18,71.915000mm,-109.365000mm,Top,0.000000
R19,-92.805000mm,-96.505000mm,Top,0.000000
R20,-80.395000mm,-95.305000mm,Top,0.000000
R21,-103.895000mm,-102.055000mm,Top,0.000000
R22,-99.685000mm,-102.055000mm,Top,0.000000
R23,-95.475000mm,-102.055000mm,Top,0.000000
R24,-87.055000mm,-102.055000mm,Top,0.000000
R25,-82.845000mm,-102.055000mm,Top,0.000000
R26,-48.215000mm,-96.305000mm,Top,0.000000
R27,-37.645000mm,-101.055000mm,Top,0.000000
R28,109.525000mm,-88.020000mm,Top,0.000000
R29,113.735000mm,-88.020000mm,Top,0.000000
R30,93.105000mm,-91.770000mm,Top,0.000000
R31,97.315000mm,-91.770000mm,Top,0.000000
R32,101.525000mm,-91.770000mm,Top,0.000000
R33,97.315000mm,-97.190000mm,Top,0.000000
R34,101.525000mm,-97.190000mm,Top,0.000000
R35,105.735000mm,-97.190000mm,Top,0.000000
R36,109.945000mm,-97.190000mm,Top,0.000000
R37,114.155000mm,-97.190000mm,Top,0.000000
R38,46.315000mm,-62.535000mm,Top,0.000000
R39,42.105000mm,-65.245000mm,Top,0.000000
R40,42.105000mm,-67.955000mm,Top,0.000000
R41,46.315000mm,-67.955000mm,Top,0.000000
R42,-135.475000mm,-102.080000mm,Top,0.000000
R43,-131.265000mm,-102.080000mm,Top,0.000000
R44,-142.895000mm,-78.605000mm,Top,0.000000
R45,-138.685000mm,-78.605000mm,Top,0.000000
R46,-134.475000mm,-78.605000mm,Top,0.000000
R47,-130.265000mm,-78.605000mm,Top,0.000000
R48,-139.685000mm,-102.080000mm,Top,0.000000
R49,-126.055000mm,-78.605000mm,Top,0.000000
R50,-121.845000mm,-78.605000mm,Top,0.000000
R51,42.105000mm,-59.825000mm,Top,0.000000
U3,-60.715000mm,-89.500000mm,Top,270.000000
U4,71.285000mm,-83.500000mm,Top,270.000000
U5,32.987500mm,-91.000000mm,Top,0.000000
U6,-100.795000mm,-88.400000mm,Top,0.000000
U10,86.187500mm,-94.000000mm,Top,0.000000
U11,95.155000mm,-83.390000mm,Top,0.000000
U12,-141.925000mm,-86.000000mm,Top,0.000000
U13,-143.325000mm,-98.400000mm,Top,270.000000
U14,42.375000mm,-56.095000mm,Top,0.000000
U15,44.010000mm,-49.760000mm,Top,0.000000
Y1,102.035000mm,-82.375000mm,Top,0.000000
