Designator,Mid X,Mid Y,Layer,Rotation
C1,167.750000mm,126.845000mm,Bottom,0.000000
C2,172.400000mm,126.845000mm,Bottom,0.000000
C3,163.355000mm,122.445000mm,Bottom,0.000000
C4,167.565000mm,122.445000mm,Bottom,0.000000
C5,171.775000mm,122.445000mm,Bottom,0.000000
C6,175.985000mm,122.445000mm,Bottom,0.000000
C7,180.195000mm,122.445000mm,Bottom,0.000000
C8,184.405000mm,122.445000mm,Bottom,0.000000
C9,188.615000mm,122.445000mm,Bottom,0.000000
C10,192.825000mm,122.445000mm,Bottom,0.000000
C11,197.035000mm,122.445000mm,Bottom,0.000000
C12,137.105000mm,118.695000mm,Bottom,0.000000
C13,141.315000mm,118.695000mm,Bottom,0.000000
D17,153.350000mm,126.675000mm,Bottom,0.000000
FB1,145.525000mm,118.695000mm,Bottom,0.000000
FB2,149.735000mm,118.695000mm,Bottom,0.000000
FB3,153.945000mm,118.695000mm,Bottom,0.000000
FB4,158.155000mm,118.695000mm,Bottom,0.000000
J_PANEL,219.430000mm,74.247500mm,Bottom,90.000000
J_PIJ2,-126.250000mm,-110.525000mm,Bottom,0.000000
J_X1202SW,-151.250000mm,-110.525000mm,Bottom,0.000000
Q1,194.405000mm,135.675000mm,Bottom,0.000000
Q2,137.555000mm,126.125000mm,Bottom,0.000000
Q3,142.665000mm,126.125000mm,Bottom,0.000000
Q4,147.775000mm,126.125000mm,Bottom,0.000000
R1,162.365000mm,118.695000mm,Bottom,0.000000
R2,166.575000mm,118.695000mm,Bottom,0.000000
R3,170.785000mm,118.695000mm,Bottom,0.000000
R4,174.995000mm,118.695000mm,Bottom,0.000000
R5,179.205000mm,118.695000mm,Bottom,0.000000
R6,183.415000mm,118.695000mm,Bottom,0.000000
R7,187.625000mm,118.695000mm,Bottom,0.000000
R8,191.835000mm,118.695000mm,Bottom,0.000000
R9,196.045000mm,118.695000mm,Bottom,0.000000
R10,137.105000mm,115.985000mm,Bottom,0.000000
R11,141.315000mm,115.985000mm,Bottom,0.000000
R12,145.525000mm,115.985000mm,Bottom,0.000000
R13,149.735000mm,115.985000mm,Bottom,0.000000
R14,153.945000mm,115.985000mm,Bottom,0.000000
R15,158.155000mm,115.985000mm,Bottom,0.000000
R16,162.365000mm,115.985000mm,Bottom,0.000000
R17,166.575000mm,115.985000mm,Bottom,0.000000
R18,170.785000mm,115.985000mm,Bottom,0.000000
R19,174.995000mm,115.985000mm,Bottom,0.000000
R20,179.205000mm,115.985000mm,Bottom,0.000000
R21,183.415000mm,115.985000mm,Bottom,0.000000
R22,187.625000mm,115.985000mm,Bottom,0.000000
R23,191.835000mm,115.985000mm,Bottom,0.000000
R24,196.045000mm,115.985000mm,Bottom,0.000000
R25,137.105000mm,113.275000mm,Bottom,0.000000
R26,141.315000mm,113.275000mm,Bottom,0.000000
R27,145.525000mm,113.275000mm,Bottom,0.000000
R28,149.735000mm,113.275000mm,Bottom,0.000000
R29,153.945000mm,113.275000mm,Bottom,0.000000
R30,158.155000mm,113.275000mm,Bottom,0.000000
R31,162.365000mm,113.275000mm,Bottom,0.000000
R32,-99.000000mm,78.000000mm,Bottom,0.000000
R33,-59.000000mm,78.000000mm,Bottom,0.000000
R34,166.575000mm,113.275000mm,Bottom,0.000000
R35,170.785000mm,113.275000mm,Bottom,0.000000
R36,174.995000mm,113.275000mm,Bottom,0.000000
R37,179.205000mm,113.275000mm,Bottom,0.000000
R38,183.415000mm,113.275000mm,Bottom,0.000000
R39,187.625000mm,113.275000mm,Bottom,0.000000
U1,141.250000mm,133.225000mm,Bottom,0.000000
U2,153.375000mm,133.225000mm,Bottom,0.000000
U5,163.325000mm,135.675000mm,Bottom,0.000000
U6,171.475000mm,135.675000mm,Bottom,0.000000
U7,179.625000mm,135.675000mm,Bottom,0.000000
U8,187.775000mm,135.675000mm,Bottom,0.000000
BZ1,116.200000mm,72.000000mm,Top,0.000000
D1,-121.270000mm,45.000000mm,Top,0.000000
D2,-121.270000mm,36.000000mm,Top,0.000000
D3,-121.270000mm,27.000000mm,Top,0.000000
D4,-121.270000mm,18.000000mm,Top,0.000000
D5,-121.270000mm,9.000000mm,Top,0.000000
D6,-121.270000mm,0.000000mm,Top,0.000000
D7,-121.270000mm,-9.000000mm,Top,0.000000
D8,-121.270000mm,-18.000000mm,Top,0.000000
D9,-121.270000mm,-27.000000mm,Top,0.000000
D10,-121.270000mm,-36.000000mm,Top,0.000000
D11,-121.270000mm,-45.000000mm,Top,0.000000
D12,-83.270000mm,123.000000mm,Top,0.000000
D13,-77.270000mm,123.000000mm,Top,0.000000
D14,-71.270000mm,123.000000mm,Top,0.000000
D15,-65.270000mm,123.000000mm,Top,0.000000
D16,-59.270000mm,123.000000mm,Top,0.000000
J_EPD,86.110000mm,100.000000mm,Top,90.000000
SW_EMCON,170.000000mm,-2.487500mm,Top,0.000000
SW_LIGHT,120.000000mm,100.000000mm,Top,0.000000
SW_MAIN,-149.898500mm,99.898500mm,Top,45.000000
SW_PI,-109.792900mm,99.792900mm,Top,45.000000
SW_SOS,170.000000mm,39.512500mm,Top,0.000000
SW_TEST,-69.792900mm,99.792900mm,Top,45.000000
SW_ZERO,170.000000mm,-44.487500mm,Top,0.000000
