Designator,Mid X,Mid Y,Layer,Rotation
J_GNSS2,14.395000mm,5.830000mm,Top,0.000000
J_HDMI,104.500000mm,-91.280000mm,Top,-90.000000
J_LIME,145.500000mm,-32.632500mm,Top,180.000000
J_LORA1,151.065000mm,63.875000mm,Top,0.000000
J_M2C1,-57.000000mm,22.495000mm,Top,0.000000
J_M2C2,-20.000000mm,22.745000mm,Top,0.000000
J_M2C3,79.000000mm,22.745000mm,Top,0.000000
J_M2N1,-85.000000mm,22.745000mm,Top,0.000000
J_M2N2,-26.745000mm,-85.000000mm,Top,90.000000
J_M2N3,48.000000mm,22.745000mm,Top,0.000000
J_PANEL,-131.240000mm,91.247500mm,Top,90.000000
J_QMX,-130.500000mm,-71.394999mm,Top,0.000000
J_RB9704,99.747500mm,-47.110000mm,Top,0.000000
J_RPIBOOT1,-61.670000mm,-72.395000mm,Top,0.000000
J_RPIBOOT2,19.185000mm,5.830000mm,Top,0.000000
J_RPIBOOT3,77.670000mm,-72.395000mm,Top,0.000000
J_SIM1,4.500000mm,21.800000mm,Top,0.000000
J_SIM2,4.500000mm,0.800000mm,Top,0.000000
J_SPI3,56.945000mm,-72.395000mm,Top,0.000000
J_USBX,19.185000mm,20.780000mm,Top,0.000000
J_ZBDBG1,136.445000mm,64.605000mm,Top,0.000000
J_ZBDBG2,141.235000mm,64.605000mm,Top,0.000000
L1,-107.420000mm,60.150000mm,Top,0.000000
L2,-117.975000mm,49.400000mm,Top,0.000000
L3,24.765000mm,38.870678mm,Top,0.000000
L101,-79.665000mm,-53.255000mm,Top,0.000000
L102,-71.355000mm,-53.255000mm,Top,0.000000
L103,-46.875000mm,-52.025000mm,Top,0.000000
L104,-94.975000mm,-60.535000mm,Top,0.000000
L201,-31.845000mm,-58.255000mm,Top,0.000000
L202,-23.535000mm,-58.255000mm,Top,0.000000
L203,0.025000mm,-15.050000mm,Top,0.000000
L204,6.075000mm,-15.050000mm,Top,0.000000
L301,52.335000mm,-53.255000mm,Top,0.000000
L302,60.645000mm,-53.255000mm,Top,0.000000
L303,85.125000mm,-52.025000mm,Top,0.000000
L304,37.025000mm,-60.535000mm,Top,0.000000
LED1,-47.855000mm,52.700000mm,Top,0.000000
LED2,-43.605000mm,52.700000mm,Top,0.000000
LED3,-39.355000mm,52.700000mm,Top,0.000000
LED4,-35.105000mm,52.700000mm,Top,0.000000
LED6,-17.105000mm,92.355001mm,Top,0.000000
LED7,-12.855000mm,92.355001mm,Top,0.000000
LED8,-8.605000mm,92.355001mm,Top,0.000000
LED9,-4.355000mm,92.355001mm,Top,0.000000
LED11,-83.855000mm,-90.995000mm,Top,0.000000
LED12,-48.495000mm,-22.395000mm,Top,0.000000
LED13,-44.245000mm,-22.395000mm,Top,0.000000
LED14,-52.805000mm,-64.954999mm,Top,0.000000
LED15,-52.745000mm,-22.395000mm,Top,0.000000
LED16,-75.355000mm,-90.995000mm,Top,0.000000
LED17,-79.605000mm,-90.995000mm,Top,0.000000
LED21,18.795000mm,-14.789999mm,Top,0.000000
LED22,29.175000mm,-31.395000mm,Top,0.000000
LED23,4.145000mm,-36.145000mm,Top,0.000000
LED24,4.695000mm,-63.905000mm,Top,0.000000
LED25,24.925000mm,-31.395000mm,Top,0.000000
LED26,27.295000mm,-14.789999mm,Top,0.000000
LED27,23.045000mm,-14.789999mm,Top,0.000000
LED31,62.095000mm,-90.995000mm,Top,0.000000
LED32,78.395000mm,-22.395000mm,Top,0.000000
LED33,82.645000mm,-22.395000mm,Top,0.000000
LED34,79.195000mm,-64.954999mm,Top,0.000000
LED35,74.145000mm,-22.395000mm,Top,0.000000
LED36,70.595000mm,-90.995000mm,Top,0.000000
LED37,66.345000mm,-90.995000mm,Top,0.000000
Q1,-135.935000mm,71.080000mm,Top,0.000000
Q2,-40.295000mm,56.920000mm,Top,0.000000
Q101,-56.720000mm,-72.325000mm,Top,0.000000
Q102,-51.610000mm,-72.325000mm,Top,0.000000
Q103,-46.500000mm,-72.325000mm,Top,0.000000
Q104,-41.390000mm,-72.325000mm,Top,0.000000
Q105,-83.445000mm,-87.275000mm,Top,0.000000
Q106,-57.445000mm,-23.324999mm,Top,0.000000
Q201,24.135000mm,5.900000mm,Top,0.000000
Q202,29.245000mm,5.900000mm,Top,0.000000
Q203,14.555000mm,-3.970000mm,Top,0.000000
Q204,19.665000mm,-3.970000mm,Top,0.000000
Q205,24.775000mm,-3.970000mm,Top,0.000000
Q206,10.005000mm,-32.325000mm,Top,0.000000
Q207,15.115000mm,-32.325000mm,Top,0.000000
Q208,20.225000mm,-32.325000mm,Top,0.000000
Q301,82.620000mm,-72.325000mm,Top,0.000000
Q302,87.730000mm,-72.325000mm,Top,0.000000
Q303,48.555000mm,-87.275000mm,Top,0.000000
Q304,53.665000mm,-87.275000mm,Top,0.000000
Q305,58.775000mm,-87.275000mm,Top,0.000000
R1,-118.895000mm,38.600000mm,Top,0.000000
R2,-114.685000mm,38.600000mm,Top,0.000000
R3,-159.895000mm,35.895001mm,Top,0.000000
R4,-47.895001mm,39.110000mm,Top,0.000000
R5,-47.895001mm,41.820000mm,Top,0.000000
R6,-43.685000mm,41.820000mm,Top,0.000000
R7,-39.475000mm,41.820000mm,Top,0.000000
R8,-35.265000mm,41.820000mm,Top,0.000000
R11,-141.035000mm,-88.515000mm,Top,0.000000
R12,-127.305000mm,71.900000mm,Top,0.000000
R13,-138.395001mm,66.350000mm,Top,0.000000
R14,117.275000mm,96.145000mm,Top,0.000000
R15,98.105000mm,81.435000mm,Top,0.000000
R16,102.315000mm,81.435000mm,Top,0.000000
R21,39.954999mm,48.105679mm,Top,0.000000
R22,21.105000mm,41.320679mm,Top,0.000000
R23,25.315000mm,41.320679mm,Top,0.000000
R24,119.155000mm,-15.405000mm,Top,0.000000
R25,127.605000mm,50.695000mm,Top,0.000000
R26,98.105000mm,-18.115000mm,Top,0.000000
R27,106.524999mm,-18.115000mm,Top,0.000000
R28,131.815000mm,50.695000mm,Top,0.000000
R29,136.025000mm,50.695000mm,Top,0.000000
R30,140.235000mm,50.695000mm,Top,0.000000
R31,144.445000mm,50.695000mm,Top,0.000000
R32,148.655000mm,50.695000mm,Top,0.000000
R33,152.865000mm,50.695000mm,Top,0.000000
R34,157.075000mm,50.695000mm,Top,0.000000
R35,127.605000mm,47.985000mm,Top,0.000000
R36,111.615000mm,-9.485000mm,Top,0.000000
R37,115.825000mm,-9.485000mm,Top,0.000000
R38,120.034999mm,-9.485000mm,Top,0.000000
R39,98.105000mm,-12.695000mm,Top,0.000000
R40,102.315000mm,-15.405000mm,Top,0.000000
R41,110.735000mm,-15.405000mm,Top,0.000000
R42,114.945000mm,-15.405000mm,Top,0.000000
R43,110.735000mm,-12.695000mm,Top,0.000000
R44,114.945000mm,-12.695000mm,Top,0.000000
R45,119.155000mm,-12.695000mm,Top,0.000000
R46,123.364999mm,-12.695000mm,Top,0.000000
R47,102.315000mm,-38.425000mm,Top,0.000000
R48,106.524999mm,-38.425000mm,Top,0.000000
R49,-47.895001mm,47.240000mm,Top,0.000000
R50,-43.685000mm,47.240000mm,Top,0.000000
R51,-39.475000mm,47.240000mm,Top,0.000000
R52,-35.265000mm,47.240000mm,Top,0.000000
R53,-47.895001mm,44.530000mm,Top,0.000000
R54,-43.685000mm,44.530000mm,Top,0.000000
R55,-39.475000mm,44.530000mm,Top,0.000000
R56,-35.265000mm,44.530000mm,Top,0.000000
R57,-155.685000mm,35.895001mm,Top,0.000000
T1,-152.000000mm,68.267500mm,Top,0.000000
U1,-151.125000mm,48.125000mm,Top,0.000000
U3,100.980000mm,90.145000mm,Top,0.000000
U4,110.565000mm,90.145000mm,Top,0.000000
U5,-134.425001mm,80.180001mm,Top,0.000000
U6,-43.550000mm,92.225000mm,Top,0.000000
U7,-43.550000mm,82.675000mm,Top,0.000000
U8,38.510000mm,64.250678mm,Top,0.000000
U9,23.325000mm,46.000678mm,Top,0.000000
U10,22.555000mm,93.430001mm,Top,0.000000
U11,26.960000mm,58.585678mm,Top,0.000000
U12,111.000000mm,47.500000mm,Top,0.000000
U13,133.862500mm,83.137500mm,Top,180.000000
U14,154.862500mm,83.137500mm,Top,180.000000
U15,112.725000mm,21.675000mm,Top,0.000000
U16,101.700000mm,11.025000mm,Top,0.000000
U17,112.725000mm,11.025000mm,Top,0.000000
U18,101.700000mm,21.675000mm,Top,0.000000
U19,-43.925000mm,74.360001mm,Top,0.000000
U20,-43.925000mm,67.445000mm,Top,0.000000
U21,121.605000mm,12.780000mm,Top,0.000000
U22,99.555000mm,2.130000mm,Top,0.000000
U23,115.985000mm,2.240000mm,Top,0.000000
U24,100.325000mm,-4.805000mm,Top,0.000000
U25,-116.725000mm,65.500001mm,Top,0.000000
U26,-108.905000mm,65.900000mm,Top,0.000000
U27,-112.275001mm,49.925000mm,Top,0.000000
U28,156.645000mm,64.500001mm,Top,0.000000
U29,-45.725000mm,61.570000mm,Top,0.000000
U30A,-89.500000mm,57.500000mm,Top,0.000000
U30B,-55.500000mm,57.500000mm,Top,0.000000
U31A,-19.500000mm,57.500000mm,Top,0.000000
U31B,14.500000mm,57.500000mm,Top,0.000000
U32A,50.500000mm,57.500000mm,Top,0.000000
U32B,84.500000mm,57.500000mm,Top,0.000000
U33,107.385000mm,3.200000mm,Top,0.000000
U34,129.775000mm,64.500001mm,Top,0.000000
U35,-147.725000mm,-71.500000mm,Top,0.000000
U36,24.825000mm,25.500000mm,Top,0.000000
U37,-37.175001mm,61.570000mm,Top,0.000000
U101,-87.125000mm,-31.875000mm,Top,0.000000
U102,-68.550000mm,-28.325000mm,Top,0.000000
U103,-62.875000mm,-52.459999mm,Top,0.000000
U104,-54.225000mm,-52.459999mm,Top,0.000000
U105,-94.455000mm,-51.100000mm,Top,0.000000
U106,-87.365000mm,-51.100000mm,Top,0.000000
U107,-81.725000mm,-72.500000mm,Top,0.000000
U201,-25.125000mm,-40.875000mm,Top,0.000000
U202,-6.550000mm,-37.325000mm,Top,0.000000
U203,-15.055000mm,-57.459999mm,Top,0.000000
U204,-6.405000mm,-57.459999mm,Top,0.000000
U205,0.545000mm,-10.100000mm,Top,0.000000
U206,7.635000mm,-10.100000mm,Top,0.000000
U207,16.275000mm,25.500000mm,Top,0.000000
U301,44.875000mm,-31.875000mm,Top,0.000000
U302,63.450000mm,-28.325000mm,Top,0.000000
U303,69.125000mm,-52.459999mm,Top,0.000000
U304,77.775000mm,-52.459999mm,Top,0.000000
U305,37.545000mm,-51.100000mm,Top,0.000000
U306,44.635000mm,-51.100000mm,Top,0.000000
U307,50.275000mm,-72.500000mm,Top,0.000000
Y1,-137.525001mm,56.625000mm,Top,0.000000
Y101,-95.275001mm,-45.125000mm,Top,0.000000
Y201,4.725000mm,-32.375000mm,Top,0.000000
Y301,36.725000mm,-45.125000mm,Top,0.000000
